k,broker_count,ablation,metric,metric_label,n_seeds,mean,std,ci95_lo,ci95_hi,ci95_halfwidth,vs_disabled_cohens_d_independent,vs_disabled_paired_dz,vs_disabled_paired_p,vs_disabled_paired_mean_diff,vs_disabled_paired_mean_pct_change,vs_disabled_degenerate_paired_diff,metric3_sign_convention,notes
1.0,2,capacity_both,load_concentration_hhi,Load concentration HHI,30,0.5202669420441819,0.01340285259864385,0.5152622346337841,0.5252716494545797,0.0050047074103978595,-0.07180774754632888,-1.098765022096133,1.5152972852835459e-06,-0.0009913721147313667,-0.18637270231143196,False,,
1.0,2,capacity_disabled,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.5093832824282964,0.04923112580730762,3.4910000779323376,3.5277664869242553,0.01838320449595873,,,,,,,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,reference arm (capacity_disabled); vs_disabled_* not applicable
1.0,2,capacity_pnl_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.5093832824282964,0.04923112580730762,3.4910000779323376,3.5277664869242553,0.01838320449595873,0.0,0.0,1.0,0.0,0.0,True,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
1.0,2,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.316703397733551,0.11408244579704659,3.2741043123765605,3.3593024830905414,0.042599085356990495,-2.193050888539131,-1.9298861051465657,1.847269666872416e-11,-0.1926798846947457,-5.49407452181997,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
1.0,2,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.316703397733551,0.11408244579704659,3.2741043123765605,3.3593024830905414,0.042599085356990495,-2.193050888539131,-1.9298861051465657,1.847269666872416e-11,-0.1926798846947457,-5.49407452181997,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
1.0,2,capacity_disabled,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.6783863359958116,0.01962484976915328,0.6710582966590539,0.6857143753325692,0.007328039336757615,,,,,,,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,reference arm (capacity_disabled); vs_disabled_* not applicable
1.0,2,capacity_pnl_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.6783863359958116,0.01962484976915328,0.6710582966590539,0.6857143753325692,0.007328039336757615,0.0,0.0,1.0,0.0,0.0,True,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
1.0,2,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.6285774745751301,0.021404770496943427,0.6205848019156728,0.6365701472345875,0.0079926726594574,-2.425665089928573,-16.853950593434334,2.28274367840728e-37,-0.04980886142068129,-7.354911658512124,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
1.0,2,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.6285774745751301,0.021404770496943427,0.6205848019156728,0.6365701472345875,0.0079926726594574,-2.425665089928573,-16.853950593434334,2.28274367840728e-37,-0.04980886142068129,-7.354911658512124,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
1.0,2,capacity_disabled,prosumer_self_sufficiency,Prosumer self-sufficiency,30,0.7302637130845901,0.021663798666228636,0.7221743177171285,0.7383531084520518,0.008089395367461711,,,,,,,,reference arm (capacity_disabled); vs_disabled_* not applicable
1.0,2,capacity_pnl_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,0.7302637130845901,0.021663798666228636,0.7221743177171285,0.7383531084520518,0.008089395367461711,0.0,0.0,1.0,0.0,0.0,True,,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
